Sample_ID,State,Season,Year,NDVI,Seasonal_Rainfall,Annual_Rainfall,Temperature,pH_0_5,Carbon,Texture,Paddy,Wheat,Apple,Tea,Coconut
1ea4f3ec-c49f-412f-a38f-fe5b13a12a8d,Jammu,Spring,2019,0.3680666666666666,151.52151565998793,731.8517988994718,9.117804878048789,6.300000000000001,502,7,False,False,False,False,False
bb7a2d88-7106-4462-bf8c-85a2b0da6ba5,Jammu,Spring,2019,0.5766666666666667,235.85201974213123,1544.914126337273,24.367818181818222,5.9,412,7,True,False,False,True,True
46bd5777-82da-4aa0-b888-7629b79bf3e7,Jammu,Spring,2019,0.54495,113.17739197611807,852.0119491517544,31.562063492063544,7.7,181,7,False,False,False,False,False
5ab012b3-031a-4c1c-a7dc-bc5d0a206915,Jammu,Spring,2019,0.46295,268.77332949638367,1577.0052277286018,25.09480000000002,6.4,466,7,True,False,False,False,True
0235f39e-dae5-49f2-8983-fb5e276b53dc,Jammu,Spring,2019,0.5158166666666667,146.0551996845752,1707.3300014282577,32.97896551724142,6.800000000000001,326,7,True,False,False,False,True
b6bbddc1-cd5d-4682-a3a1-0498632b154a,Jammu,Spring,2019,0.533,217.734169870615,949.2999921571464,22.147894736842147,6.7,440,7,False,True,False,False,False
4112f3cb-4221-488b-a9c8-e9c4960035f2,Jammu,Spring,2019,-0.055275,233.7905160188675,702.0411906838417,1.0826829268293068,7.5,252,7,False,False,False,False,False
3e31e8e0-1d31-4873-a9aa-242168761970,Jammu,Spring,2019,0.4841666666666667,181.7005486637354,1409.5082936510444,14.3884210526316,5.9,517,7,False,False,True,True,False
41ab7aba-88b5-4001-8190-9fe6bef64463,Jammu,Spring,2019,0.5310166666666667,124.72880882024764,1315.6127443430305,30.15230769230772,6.300000000000001,372,7,True,False,False,False,True
d8a44006-63a6-457c-ac7d-87ba54fed459,Jammu,Spring,2019,0.50275,133.70791691541672,1111.8032723665235,33.65885245901643,7.6,206,4,False,False,False,False,False
cc27cbfe-21d5-47a2-b8a0-be8072774c96,Jammu,Spring,2019,0.5295333333333333,138.735177308321,1255.6059889467433,19.24333333333334,5.6000000000000005,471,7,False,False,True,True,False
0d061256-7945-4b6e-8d70-942b119f1e3b,Jammu,Spring,2019,0.4573,156.5481300354004,967.8169136941432,32.42967213114758,7.6,212,7,False,False,False,False,False
64fbef4b-c8ad-4a23-b24e-30d8d57cd108,Jammu,Spring,2019,0.5531666666666667,183.81715668737888,1405.1559687554836,20.970000000000027,5.9,536,7,True,False,True,True,True
ee0be68c-bf55-47c5-98a4-27f3bf9a45fa,Jammu,Spring,2019,0.0184333333333333,97.1492830812931,306.7625373005867,10.620222222222251,7.7,232,9,False,False,False,False,False
e6c11c48-c4c2-4a9c-b667-d823984d1f86,Jammu,Spring,2019,0.5977666666666667,281.7157794088125,999.185758702457,21.23428571428576,6.1000000000000005,408,7,False,True,False,False,False
7218b95e-e39f-43c7-aea4-9f4bf9674321,Jammu,Spring,2019,0.5802,199.23419956117868,721.0185868367553,16.884444444444455,5.9,487,7,False,False,False,False,False
d834a78f-7a82-4ad4-b2f3-3cfc3368d89a,Jammu,Spring,2019,0.4598666666666667,234.48915423825383,1341.6401011575945,25.08400000000006,6.4,373,7,True,False,False,False,True
52c06b78-7b76-4f2b-a6d9-75d1cea5eda7,Jammu,Spring,2019,0.5943666666666667,233.2378678768873,1196.5789326084778,14.50148936170217,6.0,506,7,False,True,True,False,False
1f7f698b-e18a-479e-bf21-38536d9afaf7,Jammu,Spring,2019,0.5324833333333333,177.4743662327528,1464.6309644257417,10.51857142857142,5.4,531,7,False,False,False,False,False
72d3db5d-a953-4e9a-ad5a-6f54782857a1,Jammu,Spring,2019,0.5388333333333333,127.47768584638834,1389.8143150115284,32.257118644067816,7.5,278,7,False,False,False,False,True
798ae627-ac5f-4c30-95b8-06dcc4d5476c,Jammu,Spring,2019,0.6548333333333333,199.54990975931287,744.2216699160635,23.61682926829269,6.4,419,7,False,True,False,False,False
84a029ee-d1a5-4684-b400-955b6f107b40,Jammu,Spring,2019,-0.0299,407.7436412870884,2297.7800025977194,0.0648717948718058,6.2,571,9,False,False,False,False,False
9d5ae03d-f0a3-4c91-96fe-0fb3f9a1d4a4,Jammu,Spring,2019,0.4328166666666667,142.18058892339468,968.8502807952464,14.222820512820531,5.9,502,7,False,False,False,False,False
b3168875-5240-4821-bfa0-2a7000dda93c,Jammu,Spring,2019,0.4318666666666667,216.05119078978896,909.9334227591752,18.4711111111111,6.1000000000000005,440,7,False,True,False,False,False
c4360fd7-860b-4ce2-b819-503cf52adfe4,Jammu,Spring,2019,0.5854666666666667,261.6519910097122,2339.476760398109,30.05259259259265,6.0,461,7,True,False,False,False,False
753e4920-36e2-4fdb-81d8-26174c04eb6f,Jammu,Spring,2019,0.5884333333333333,292.303816691041,2025.6806027926505,25.251250000000027,5.800000000000001,415,4,True,False,False,True,True
c0fa11b3-2528-45db-8e7e-4500038a61bd,Jammu,Spring,2019,0.5089666666666667,191.38632407784465,776.3738642707467,22.86282051282052,7.2,416,7,False,True,False,False,False
799bb273-ca9a-4efe-bd08-050ce150bfc1,Jammu,Spring,2019,-0.0357666666666666,113.56874251365662,942.9527517873794,0.3336363636364012,6.5,425,7,False,False,False,False,False
70bdf5ea-e5e9-49b5-b771-3e142da5a94f,Jammu,Spring,2019,0.0399,99.93133616447447,810.2022094596177,2.818571428571431,6.6000000000000005,482,7,False,False,False,False,False
908d639f-e86c-44de-bdeb-be5c221acfa6,Jammu,Spring,2019,0.6933833333333334,139.31894098967314,976.6499852966516,19.668000000000006,6.1000000000000005,486,9,False,True,False,False,False
9e1ef2b5-5272-46e9-a957-78f50fcb07ec,Jammu,Spring,2019,0.4206833333333333,161.7974406182766,1171.802759799495,33.05881355932206,7.6,234,7,False,False,False,False,False
95d417cd-1fd0-4ad8-865a-0c2cf33721e0,Jammu,Spring,2019,0.2512666666666666,357.81348848342896,1558.8181390985849,9.635238095238094,6.0,502,7,False,False,True,False,False
165c0891-f3ed-4bc0-855c-4f20edb62663,Jammu,Spring,2019,0.4982,161.47746688127518,1653.8065168181638,33.3776666666667,6.9,314,6,True,False,False,False,True
4190b03d-a883-46a7-9cde-963bab9188e0,Jammu,Spring,2019,0.5425833333333333,224.66987323760983,1259.284666473046,21.487692307692328,6.7,471,7,True,False,False,False,True
74321d94-4508-47cd-8c70-77acaa92a3ca,Jammu,Spring,2019,0.5494333333333333,197.60966710746288,1581.9110479890965,26.79723404255321,6.1000000000000005,366,7,True,False,False,True,True
60dd442c-c42f-4127-b891-d2d6642b0cac,Jammu,Spring,2019,0.4898833333333333,231.364612236619,766.7339554876089,23.99818181818182,7.1000000000000005,401,7,False,True,False,False,False
d5a1505a-cee8-42ff-a67b-f146c2d27448,Jammu,Spring,2019,0.0434666666666666,142.38244785368445,769.9161402136087,2.263333333333378,6.5,449,7,False,False,False,False,False
2fab06a2-06e5-4172-88db-e28cb7116612,Jammu,Spring,2019,0.50745,133.52955386042595,1369.5028224152777,34.01736842105265,6.9,311,4,True,False,False,False,True
e2fca636-7462-4f07-9c47-6c35d56fce87,Jammu,Spring,2019,0.02345,130.45967157185078,644.994262829423,6.2572000000000685,7.5,298,9,False,False,False,False,False
0a42397b-63ae-4941-913a-603707b34ffc,Jammu,Spring,2019,0.5504166666666667,183.82601989805696,1576.3422411573702,23.461272727272785,6.0,399,4,True,False,False,True,True
5287b4d8-001f-46f9-babc-a0d4da83d0fc,Jammu,Spring,2019,0.50915,224.990128710866,851.8672701194882,23.94000000000005,6.300000000000001,408,7,False,True,False,False,False
0abc9dca-4542-408b-a865-96bf64700b96,Jammu,Spring,2019,0.6301666666666667,147.9132827296853,898.4083495847881,24.4857446808511,6.5,443,7,False,True,False,False,False
ed87fe7d-570f-4b05-95af-834be4d35722,Jammu,Spring,2019,0.5962166666666667,186.57187139987943,1719.0081930793822,27.027916666666727,5.9,482,7,True,False,False,True,True
53e0f2b6-5b6b-4ec6-9804-35081eadd27c,Jammu,Spring,2019,-0.0477333333333333,173.64893212914467,998.3377392888068,-1.551860465116249,7.5,290,9,False,False,False,False,False
9e65f30d-1156-45ef-ac40-205e1a7a9ae1,Jammu,Spring,2019,0.5284166666666666,209.87595542520285,782.0167067945004,23.10681818181825,6.300000000000001,406,7,False,True,False,False,False
b3d42d1f-8768-49b8-a77e-2c4de06d8058,Jammu,Spring,2019,0.391,107.35065922141077,815.72666689381,12.16179487179494,6.4,474,9,False,True,False,False,False
43e10ee6-cbcc-497c-ac9e-f5fd4f357924,Jammu,Spring,2019,0.3609,291.9987939298153,1656.1698794963136,19.00450980392162,6.0,500,7,False,False,False,True,False
446d43f2-7fcb-4eb3-bdc5-d8a1dbe0cee5,Jammu,Spring,2019,0.4664,134.11328688263893,807.7566204890609,15.823913043478283,6.5,459,7,False,True,False,False,False
04fb71a7-407c-4446-a311-14a0627710c9,Jammu,Spring,2019,-0.0480833333333333,143.03883373737335,923.8097857236862,1.492978723404292,7.4,288,9,False,False,False,False,False
8ca0597a-07b4-482b-a243-d17254d4e8f9,Jammu,Spring,2019,-0.0029333333333333,166.2838774137199,718.4186930581927,3.219500000000039,6.6000000000000005,424,7,False,False,False,False,False
2c5ca9d1-b42c-4d50-97d0-224baeea0f64,Jammu,Spring,2019,0.6143,234.60876232385635,1041.7099006129429,22.151739130434805,6.6000000000000005,487,7,False,True,False,False,True
9ae6dd4b-a7ae-480b-b9be-f1f9c43c50d1,Jammu,Spring,2019,0.1765666666666666,118.8998938202858,926.873846339062,10.604000000000042,5.9,468,7,False,False,False,False,False
12d69ca8-1540-4dbb-99ce-7f63c39c273a,Jammu,Spring,2019,0.0535833333333333,165.8841005600989,740.9634130261838,5.800000000000011,6.0,429,7,False,False,False,False,False
8af88984-6025-4661-af64-86a5244356a7,Jammu,Spring,2019,0.5041666666666667,273.1291198730469,1242.6398624870926,23.026734693877582,6.5,455,7,True,False,False,False,True
29c51868-9bfa-4e88-b12b-b29152a3b5b2,Jammu,Spring,2019,0.5176833333333333,131.22435913980007,1329.3796666872804,34.90076923076924,6.5,320,7,True,False,False,False,True
b66d8847-137f-43d7-8371-79ef428ce99e,Jammu,Spring,2019,0.4561166666666666,298.9701882004738,1884.35067152977,21.03711111111113,6.0,467,4,True,False,False,True,True
cd1a5401-dbe3-4846-b150-f58da88cdfc9,Jammu,Spring,2019,0.59765,223.2139748334885,1518.434023410082,26.91468085106385,6.7,399,7,True,False,False,False,True
fd71d74c-67ce-4f9e-87b5-4eb9fb0c72f2,Jammu,Spring,2019,0.3574,143.53901768662035,1729.1038480491188,35.34735849056608,6.800000000000001,287,7,False,False,False,False,True
ae19387e-c76e-4196-ae42-238ff2e597da,Jammu,Spring,2019,0.3715333333333333,256.0260035395622,1072.1545806627255,9.833870967741971,5.5,493,7,False,False,True,False,False
43cf8bb5-9093-4b93-b7e9-5aa07d88f8e5,Jammu,Spring,2019,0.1054666666666666,134.33588910102844,610.6619802862406,5.198888888888916,6.7,438,7,False,False,False,False,False
46548e4b-e8f5-46b1-bd01-06b00147e469,Jammu,Spring,2019,0.5747,133.3013305068016,1007.360833024606,21.265000000000043,6.0,503,7,False,True,False,False,True
dd7bd07f-f213-4e70-a6bd-7e13c0bf311e,Jammu,Spring,2019,0.4384666666666666,123.28967620432375,1045.3013507127762,32.00419354838709,7.6,200,7,False,False,False,False,False
9ab4d322-69e8-40f5-9667-aab41022a2b3,Jammu,Spring,2019,0.6150166666666667,236.6474257558584,888.7111481167376,21.86255813953494,6.300000000000001,416,7,False,True,False,False,False
a2165c40-150a-4f12-a10b-d933821f1d4d,Jammu,Spring,2019,0.1282833333333333,454.81687128543854,2032.9666933864355,4.94500000000005,6.300000000000001,543,7,False,False,False,False,False
2897a754-812c-4d62-a192-59da5236cd34,Jammu,Spring,2019,0.5097833333333333,105.3003124371171,969.1014269404112,17.72902439024392,6.300000000000001,479,7,False,True,False,False,False
509833db-c51f-45f7-9e75-9ad43f4aeb7f,Jammu,Spring,2019,0.10535,215.21209079027176,2719.8334442744963,7.257317073170782,6.4,545,9,False,False,False,False,False
484b3249-8d07-4d06-8589-40e366c669a0,Jammu,Spring,2019,0.4561166666666666,197.09537717700005,841.8999710995704,23.06888888888892,6.800000000000001,404,7,False,True,False,False,False
7a66f76c-b542-4d0e-96d6-099bcfcd572b,Jammu,Spring,2019,0.5709666666666667,173.71303060092032,1831.4538288083857,33.092641509433975,6.1000000000000005,443,4,True,False,False,False,True
4625fb75-b5d4-4b57-8348-73788bd09f33,Jammu,Spring,2019,0.2267666666666666,169.16396072506905,746.7989148162305,3.994347826086994,5.9,537,7,False,False,False,False,False
81a5bef7-2ff3-4926-ba2d-e4b59596bc34,Jammu,Spring,2019,0.4533166666666667,113.73300871253014,805.5134331323206,20.875405405405445,6.300000000000001,482,7,False,True,False,False,False
a5c8f854-fc01-40c0-8651-1f34e4b2fddd,Jammu,Spring,2019,0.4346333333333333,134.1054619550705,1015.1130470335484,34.22233333333338,7.6,203,4,False,False,False,False,False
866e2298-9423-40c3-a897-3dedcfe79280,Jammu,Spring,2019,0.4503,127.14151871204376,1236.462668845139,33.553174603174625,7.5,252,7,False,False,False,False,True
7f81889b-f605-4fa3-a39a-21e793d3c9f8,Jammu,Spring,2019,0.03055,143.047936886549,529.9696367681026,10.082962962962997,7.300000000000001,271,9,False,True,False,False,False
90b874c9-88c5-4176-904e-b0ebfd5b5468,Jammu,Spring,2019,0.0499166666666666,145.8269537985325,456.9262136667967,10.241111111111138,7.5,240,9,False,True,False,False,False
f1dce039-cdaa-410f-b689-88ef28381b6b,Jammu,Spring,2019,0.4756666666666667,215.049792855978,2514.541140015237,27.72040000000004,5.9,415,7,True,False,False,False,False
97b5363c-c180-4180-9260-0bd339f4b016,Jammu,Spring,2019,0.1292666666666666,344.78947365283966,2118.2743933051825,13.492564102564131,6.1000000000000005,501,7,False,False,False,False,False
6d72cdea-57d8-42ef-b784-1613e6d6986f,Jammu,Spring,2019,0.03826,152.62655121088028,1511.286196500063,9.225348837209369,6.7,496,7,False,False,False,False,False
16b562c0-a129-4ac1-850a-ee3cb0b37422,Jammu,Spring,2019,0.4727,177.58465034514666,1870.458237352781,33.01274509803926,6.300000000000001,370,7,True,False,False,False,True
06ca7f62-bd98-4b5c-b87c-be5259826c9b,Jammu,Spring,2019,0.2318833333333333,172.02026546001434,611.8244044706225,9.131250000000025,5.7,488,7,False,False,False,False,False
a2521e2b-599e-4e99-b8e9-5e36aa10178d,Jammu,Spring,2019,0.4832,153.38538098335266,1286.0415985677282,33.06413793103451,7.4,256,4,False,False,False,False,True
a8cc5588-ca03-4e90-8d0c-df3ffe3c4d71,Jammu,Spring,2019,0.4355,252.03440907597545,974.575523685664,18.65300000000002,6.5,428,7,False,True,False,False,False
b002dab0-b8bc-46d0-87d7-acf3245b9deb,Jammu,Spring,2019,0.6120833333333333,200.3966490328312,1870.8765407055616,27.110000000000014,5.9,454,7,True,False,False,True,True
aed780fa-f5b2-4158-b4d3-2eb82e208b5b,Jammu,Spring,2019,0.4094166666666666,138.5902302712202,1230.5133437935874,34.55229508196726,7.5,232,4,False,False,False,False,True
7755e6f6-5252-42d1-9ca2-3b11147cf37d,Jammu,Spring,2019,-0.0403166666666666,108.8480086028576,326.99683079868555,5.395925925925951,7.6,324,9,False,False,False,False,False
87e73f42-54b0-408b-9bf2-5e50964bba90,Jammu,Spring,2019,0.2929166666666666,304.2990745846182,1020.6223589312284,13.189473684210554,5.9,474,7,False,False,True,False,False
29b627aa-3275-45d8-adea-ea2237a37496,Jammu,Spring,2019,0.3722,138.88633531332016,1369.178402190926,35.1792307692308,6.9,323,4,False,False,False,False,True
d1732aec-fcf7-4ccc-b176-de1bdd15f83c,Jammu,Spring,2019,0.51955,154.21183264255524,1783.0330010858745,32.92500000000001,6.1000000000000005,387,4,True,False,False,False,True
8a2b1a2f-43d4-4d88-8249-58e3f8e0d4ad,Jammu,Summer,2019,0.4563166666666667,479.5295813381672,1781.2601876743138,19.47434782608701,5.6000000000000005,512,7,False,False,False,True,False
ec1dd71e-fd7a-4f2e-af56-34d969125aa1,Jammu,Summer,2019,0.3370666666666666,196.5461136521772,686.8002538206056,11.386444444444464,6.5,415,7,False,True,False,False,False
36db0a7f-2929-4a10-b947-9d34f049cc9b,Jammu,Summer,2019,0.6796166666666666,677.3496670671739,1435.95377189992,34.26025641025643,6.2,389,4,True,False,False,False,True
098c8699-ea9d-4c80-956f-f7446668a3ec,Jammu,Summer,2019,0.74685,451.020345389843,2033.148385308683,20.63975609756102,6.0,477,7,True,False,False,True,True
8e1248d4-2bff-46b8-b604-a1d83d33fe07,Jammu,Summer,2019,0.6845833333333333,960.5288494229316,1900.826150920242,36.75888888888892,6.1000000000000005,384,7,False,False,False,False,True
5ee32ec6-9d8f-4af8-9b3d-45befb23235d,Jammu,Summer,2019,0.502,611.1511646594827,1398.3882269691185,38.333500000000015,7.0,358,4,False,False,False,False,False
6dec6a90-1932-46d6-a00e-d52f9b6d1bb9,Jammu,Summer,2019,0.6286833333333333,187.04410342872143,708.8626268170774,18.24170731707318,5.800000000000001,464,7,False,False,False,False,False
ba4bd033-f4a6-490c-ad02-5093de417b43,Jammu,Summer,2019,0.3240333333333333,222.9718446917832,693.2292528785765,13.903200000000028,6.6000000000000005,398,7,False,True,False,False,False
5ea0ecfd-a2e7-4ff5-a5eb-ebcaf320eb9f,Jammu,Summer,2019,0.6988166666666666,304.15738648176193,1057.821323026903,24.54395348837216,6.300000000000001,448,7,False,True,False,False,True
9f20b7d8-92c7-4c83-8a03-ab3cbc82cbd5,Jammu,Summer,2019,0.5458,201.39843483828008,647.0444033574313,15.322093023255832,6.6000000000000005,451,7,False,True,False,False,False
48f9bfa0-7011-4d9b-b6ef-25208d390060,Jammu,Summer,2019,0.0543666666666666,160.07631015777588,586.5936112254858,11.612000000000023,7.2,421,9,False,True,False,False,False
e584b061-2208-47e9-8571-5bffaf3fb4ec,Jammu,Summer,2019,0.588,217.4410712122917,731.8517988994718,16.66590909090911,6.300000000000001,502,7,False,True,False,False,False
cb57bc3b-da01-4541-9d46-302e808bd9cf,Jammu,Summer,2019,0.6562666666666667,657.489981221268,1544.914126337273,29.2817073170732,5.9,412,7,True,False,False,True,True
b4403425-c48c-4f0e-90ba-65896575c26b,Jammu,Summer,2019,0.4662166666666667,428.6872692108154,852.0119491517544,36.53400000000005,7.7,181,7,False,False,False,False,False
a42aa372-23b9-429b-9777-62a40501afc5,Jammu,Summer,2019,0.7408166666666667,609.4771475688035,1577.0052277286018,27.48454545454547,6.4,466,7,True,False,False,False,True
2d8155a7-f873-41eb-9cb9-eb839df9e9d0,Jammu,Summer,2019,0.5114166666666667,830.8563663363457,1707.3300014282577,38.55926829268299,6.800000000000001,326,7,False,False,False,False,False
5ce3c68c-ed64-4a1f-8460-dbff9fcd33c3,Jammu,Summer,2019,0.7305,243.3137961924076,949.2999921571464,25.049649122807068,6.7,440,7,False,True,False,False,False
9bf78f5d-8ee3-4897-ab93-2e698c35c146,Jammu,Summer,2019,0.0943666666666666,104.74813616275787,702.0411906838417,12.447777777777787,7.5,252,7,False,True,False,False,False
e565e136-3fca-4a24-bb23-bd6f32c10bdb,Jammu,Summer,2019,0.6516333333333333,537.8495267033577,1409.5082936510444,19.668499999999995,5.9,517,7,False,False,True,True,False
322052b6-2872-4f84-9c94-36a759907b7e,Jammu,Summer,2019,0.6662833333333333,620.1362155718089,1315.6127443430305,36.44351351351355,6.300000000000001,372,7,False,False,False,False,True
228ff302-a50b-4644-be60-039447f9e370,Jammu,Summer,2019,0.4773166666666667,522.7296438217163,1111.8032723665235,40.440000000000055,7.6,206,4,False,False,False,False,False
23dadeb2-d244-41cc-a98c-6e2e759d6ba6,Jammu,Summer,2019,0.5988666666666667,515.3989153476432,1255.6059889467433,22.203333333333376,5.6000000000000005,471,7,True,False,False,True,True
e561227f-b2b7-4fd4-877f-be4c7ccf4162,Jammu,Summer,2019,0.4139,428.7151947021485,967.8169136941432,39.3012820512821,7.6,212,7,False,False,False,False,False
692bdba1-18b0-4ae0-b650-d4af9b636748,Jammu,Summer,2019,0.7362,499.6800335049629,1405.1559687554836,23.398085106383007,5.9,536,7,True,False,False,True,True
9fae4dc9-6546-461e-a9f1-62ff05d50893,Jammu,Summer,2019,0.08615,31.048770546913147,306.7625373005867,21.71740740740745,7.7,232,9,False,False,False,False,False
b7324670-a722-46af-a6ae-8f77a6397928,Jammu,Summer,2019,0.7951333333333332,170.61750684678557,999.185758702457,24.96222222222224,6.1000000000000005,408,7,False,True,False,False,False
8ff1c7e3-9e13-45c0-8b68-cfd95a0bfed3,Jammu,Summer,2019,0.7056833333333333,169.41835260391235,721.0185868367553,19.31280000000004,5.9,487,7,False,False,False,False,False
0063deed-a3f5-4dc7-be84-cd445d6eadd6,Jammu,Summer,2019,0.59735,466.8726591169834,1341.6401011575945,30.28877551020412,6.4,373,7,True,False,False,False,True
fb5303d6-954b-453f-b787-f0dd9af700e5,Jammu,Summer,2019,0.7220833333333333,355.396537899971,1196.5789326084778,19.735454545454616,6.0,506,7,False,True,True,False,False
2a7b439e-2deb-4be5-803e-1e35a8fee93e,Jammu,Summer,2019,0.8237833333333334,536.7153478860855,1464.6309644257417,18.788918918918966,5.4,531,7,False,False,False,True,False
60e590b3-0741-41c0-8239-839cec7be920,Jammu,Summer,2019,0.4765666666666667,681.7211102722576,1389.8143150115284,37.83555555555557,7.5,278,7,False,False,False,False,True
b6b802b7-ab28-4da0-a952-0f91ebf2d8a4,Jammu,Summer,2019,0.7295,165.86880466341972,744.2216699160635,27.64035714285717,6.4,419,7,False,True,False,False,False
5db4acb4-9830-4ffe-91c9-52165a91cfc0,Jammu,Summer,2019,0.0764166666666666,607.1622228622437,2297.7800025977194,8.028536585365885,6.2,571,9,False,False,False,False,False
5ead76b7-2382-4e94-ab5c-a112e1d6d292,Jammu,Summer,2019,0.7503,333.3171570301056,968.8502807952464,20.13810810810816,5.9,502,7,False,False,False,False,False
28f0022a-5da0-49f4-97ba-157391c579b3,Jammu,Summer,2019,0.7116,179.65522338077426,909.9334227591752,21.144181818181835,6.1000000000000005,440,7,False,True,False,False,False
b95f3ba2-c76c-45f5-8275-91dc562729ff,Jammu,Summer,2019,0.7427,1076.910258505006,2339.476760398109,34.50641025641028,6.0,461,7,True,False,False,False,False
eaf3b422-5f09-42b5-8a88-7b7e3df01102,Jammu,Summer,2019,0.6274333333333333,886.4431900978088,2025.6806027926505,30.14812500000005,5.800000000000001,415,4,True,False,False,False,True
a1f71e6c-16ea-431a-bcc7-f92d26d23df5,Jammu,Summer,2019,0.7601833333333333,192.12242879718545,776.3738642707467,26.394918032786904,7.2,416,7,False,True,False,False,False
62ff767f-ab5d-4519-b244-414339f6f62e,Jammu,Summer,2019,0.2007666666666666,343.8588448483497,942.9527517873794,6.725714285714332,6.5,425,7,False,False,False,False,False
ee1796bc-3cd9-424a-968a-d73d13a0ece2,Jammu,Summer,2019,0.5586166666666667,245.31440688483417,810.2022094596177,12.659729729729747,6.6000000000000005,482,7,False,True,False,False,False
ec204097-d821-48be-a2cd-42dbc8b5fbee,Jammu,Summer,2019,0.8453166666666666,316.6922615263611,976.6499852966516,25.52794871794873,6.1000000000000005,486,9,False,True,False,False,False
6564016f-15d6-40d0-99aa-053e1e4733c1,Jammu,Summer,2019,0.4574,557.7557774547313,1171.802759799495,38.47744186046515,7.6,234,7,False,False,False,False,False
6951af54-0be2-4950-896a-9866d94eb1c1,Jammu,Summer,2019,0.6848,388.5297340154648,1558.8181390985849,17.247435897435935,6.0,502,7,False,False,True,True,False
222dd966-0738-4fb6-8931-e6ea4fdacad8,Jammu,Summer,2019,0.5440166666666667,811.9463086793403,1653.8065168181638,39.53578947368425,6.9,314,6,False,False,False,False,False
cd599624-a19c-42b7-a1a1-25d9fc5072d6,Jammu,Summer,2019,0.7412333333333333,417.0409029722214,1259.284666473046,25.369215686274515,6.7,471,7,True,False,False,False,True
290aa92f-0e77-4929-932e-8fa5cf31f697,Jammu,Summer,2019,0.6062,727.5301671918146,1581.9110479890965,30.03340425531917,6.1000000000000005,366,7,True,False,False,False,True
31b7e988-bd91-471e-8e09-e2dd09808f0f,Jammu,Summer,2019,0.4565333333333333,163.7854260355234,766.7339554876089,30.2303389830509,7.1000000000000005,401,7,False,False,False,False,False
eb85880d-74ae-4ae5-a195-331cd63baf64,Jammu,Summer,2019,0.63265,232.2571756541729,769.9161402136087,17.35301886792456,6.5,449,7,False,True,False,False,False
c553cadd-4978-4d16-879f-43a191aebfa7,Jammu,Summer,2019,0.5784833333333333,675.0906749605929,1369.5028224152777,38.65810810810814,6.9,311,4,False,False,False,False,False
b5e0527b-0363-418d-bdca-dfbed81aa01a,Jammu,Summer,2019,0.2253,286.3181473016739,644.994262829423,20.14236363636365,7.5,298,9,False,True,False,False,False
eaaf483b-2495-4f64-b18b-8187bf617dbe,Jammu,Summer,2019,0.6691,849.2470061519998,1576.3422411573702,29.65390243902442,6.0,399,4,True,False,False,True,True
369927b7-b48f-4689-a6e2-2d183c03300d,Jammu,Summer,2019,0.7092,198.32252943515772,851.8672701194882,26.881272727272744,6.300000000000001,408,7,False,True,False,False,False
3d1dd6da-a586-490b-ac5b-da101f1b3fda,Jammu,Summer,2019,0.73115,281.295893907547,898.4083495847881,28.817058823529408,6.5,443,7,False,True,False,False,False
3431369f-345d-4aa1-9997-a8bad356fa5c,Jammu,Summer,2019,0.76545,840.872751377523,1719.0081930793822,31.73918918918924,5.9,482,7,True,False,False,False,True
